2.317301393,-0.156093836,0.764666140,-0.090349982,-0.013480966,-0.975940003,0.197980440,-0.049815172,0.340144500,0.606320977,0.256151304,-0.048748756,0.048013974,0.281011775,-0.087247234,-0.352645680,0.191001065,-0.337150961,0.030439791,0.007121672,0.044544244,0.113663994,-0.867074013,0.427798837,-0.216534369,0.043461189,-0.448268294,-0.359872058,0.555490792,-0.727099329,-0.525543571,0.402380347,-0.419827938,-0.092399109,-0.244427390,-0.567978382
2.317301393,-0.156093836,0.764666140,-0.090349982,-0.013480966,-0.975940003,0.197980440,-0.049815172,0.340144500,0.606320977,0.256151304,-0.048748756,0.048013974,0.281011775,-0.087247234,-0.352645680,0.191001065,-0.337150961,0.030439791,0.007121672,0.044544244,0.113663994,-0.867074013,0.427798837,-0.216534369,0.043461189,-0.448268294,-0.359872058,0.555490792,-0.727099329,-0.525543571,0.402380347,-0.419827938,-0.092399109,-0.244427390,-0.567978382
2.317301393,-0.156093836,0.764666140,-0.090349982,-0.013480966,-0.975940003,0.197980440,-0.049815172,0.340144500,0.606320977,0.256151304,-0.048748756,0.048013974,0.281011775,-0.087247234,-0.352645680,0.191001065,-0.337150961,0.030439791,0.007121672,0.044544244,0.113663994,-0.867074013,0.427798837,-0.216534369,0.043461189,-0.448268294,-0.359872058,0.555490792,-0.727099329,-0.525543571,0.402380347,-0.419827938,-0.092399109,-0.244427390,-0.567978382
2.317301393,-0.156093836,0.764666140,-0.090349982,-0.013480966,-0.975940003,0.197980440,-0.049815172,0.340144500,0.606320977,0.256151304,-0.048748756,0.048013974,0.281011775,-0.087247234,-0.352645680,0.191001065,-0.337150961,0.030439791,0.007121672,0.044544244,0.113663994,-0.867074013,0.427798837,-0.216534369,0.043461189,-0.448268294,-0.359872058,0.555490792,-0.727099329,-0.525543571,0.402380347,-0.419827938,-0.092399109,-0.244427390,-0.567978382
2.317301393,-0.156093836,0.764666140,-0.090349982,-0.013480966,-0.975940003,0.197980440,-0.049815172,0.340144500,0.606320977,0.256151304,-0.048748756,0.048013974,0.281011775,-0.087247234,-0.352645680,0.191001065,-0.337150961,0.030439791,0.007121672,0.044544244,0.113663994,-0.867074013,0.427798837,-0.216534369,0.043461189,-0.448268294,-0.359872058,0.555490792,-0.727099329,-0.525543571,0.402380347,-0.419827938,-0.092399109,-0.244427390,-0.567978382
2.315918241,-0.156242895,0.764208790,-0.090831537,-0.014286867,-0.975717702,0.198797594,-0.050513433,0.340891125,0.605240438,0.262154737,-0.051187013,0.047204345,0.283656598,-0.086938936,-0.353937297,0.194912614,-0.341364265,0.030124962,0.006230748,0.044521147,0.115138842,-0.870186207,0.427589170,-0.221372393,0.044559829,-0.447886513,-0.359434184,0.552776122,-0.732510903,-0.523750697,0.402373411,-0.425215807,-0.096037945,-0.243476961,-0.568545374
2.312271748,-0.156635870,0.763003049,-0.092100469,-0.016411526,-0.975124124,0.200950510,-0.052354303,0.342859499,0.602391746,0.277981968,-0.057615146,0.045069867,0.290629313,-0.086126149,-0.357342468,0.205224879,-0.352472065,0.029294959,0.003881947,0.044460255,0.119027077,-0.878391082,0.427036410,-0.234127184,0.047456243,-0.446879999,-0.358279787,0.545619266,-0.746777779,-0.519024029,0.402355127,-0.439420190,-0.105631239,-0.240971286,-0.570040172
2.307116362,-0.157191456,0.761298381,-0.093892865,-0.019415271,-0.974266374,0.203990708,-0.054956912,0.345642372,0.598364284,0.300358399,-0.066703195,0.042052157,0.300487289,-0.084977037,-0.362156675,0.219804288,-0.368176196,0.028121505,0.000561228,0.044374167,0.124524236,-0.889991077,0.426254922,-0.252159819,0.051551173,-0.445456998,-0.356647710,0.535500952,-0.766948191,-0.512341498,0.402329276,-0.459502248,-0.119194173,-0.237428779,-0.572153506
2.301206529,-0.157828346,0.759344250,-0.095945103,-0.022858233,-0.973256423,0.207470416,-0.057940391,0.348832495,0.593747437,0.326009430,-0.077121203,0.038592831,0.311787896,-0.083659763,-0.367675401,0.236517269,-0.386178494,0.026776327,-0.003245449,0.044275480,0.130825859,-0.903288633,0.425359070,-0.272831377,0.056245361,-0.443825751,-0.354776792,0.523901910,-0.790070369,-0.504681036,0.402299643,-0.482523144,-0.134741926,-0.233367856,-0.574576109
2.295296697,-0.158465236,0.757390119,-0.097994539,-0.026300529,-0.972218058,0.210944067,-0.060923869,0.352022619,0.589130590,0.351660461,-0.087539211,0.035133505,0.323088503,-0.082342488,-0.373194127,0.253230250,-0.404180791,0.025431149,-0.007052126,0.044176793,0.137127481,-0.916586189,0.424463218,-0.293502935,0.060939548,-0.442194505,-0.352905874,0.512302867,-0.813192548,-0.497020574,0.402270009,-0.505544039,-0.150289680,-0.229306934,-0.576998713
2.290141311,-0.159020822,0.755685451,-0.099779917,-0.029302602,-0.971289120,0.213969090,-0.063526478,0.354805492,0.585103128,0.374036892,-0.096627260,0.032115795,0.332946479,-0.081193376,-0.378008334,0.267809659,-0.419884922,0.024257696,-0.010372845,0.044090705,0.142624640,-0.928186184,0.423681730,-0.311535570,0.065034478,-0.440771504,-0.351273797,0.502184553,-0.833362960,-0.490338043,0.402244158,-0.525626097,-0.163852614,-0.225764427,-0.579112047
2.286494818,-0.159413797,0.754479710,-0.101041312,-0.031425465,-0.970619089,0.216105708,-0.065367348,0.356773866,0.582254436,0.389864123,-0.103055393,0.029981317,0.339919194,-0.080380589,-0.381413505,0.278121924,-0.430992722,0.023427692,-0.012721646,0.044029813,0.146512875,-0.936391059,0.423128970,-0.324290361,0.067930892,-0.439764990,-0.350119400,0.495027697,-0.847629836,-0.485611375,0.402225874,-0.539830480,-0.173445908,-0.223258752,-0.580606845
